code,interest,target,maturity,status,description,urgent,stable
151,0.1,30000,3,0,本人居住浙江湖州，经营装修建材类，收入稳定。现要投入一个新店，贷款用于资金周转。,0,1
152,0.2,50000,24,1,在语无伦次中相互取暖，相互帮助，共同唯一建议这样一个诚信和谐的社会。,0,0
153,0.15,4000,12,1,本人在一家贸易公司上班，因手机是重要的通讯作用，手机的好坏直接影响了工作的质量，所以想试一试能否网贷。 一：本人与公司签订了劳动合同，公司为本人缴纳社保。 二：无法一次性拿出那么多钱的情况下，选择了网贷分期，是因为分期灵活，而每个月在稳定收入的情况下，压力减小。 本人愿遵守承诺，按时还款。,0,1
154,0.15,30000,12,1,家里父亲瘫痪，急需一笔资金周转，本人在一家私营企业工作，担任部门销售部经理，工作现在稳定，收入在厦门算中等水平，请大家多多支持，本人一定按时还款！,1,1
155,0.12,10000,9,1,购车后资金周转，急需&middot; 收拾收拾收拾收拾收拾收拾,1,0
156,0.12,5000,9,1,工作的晋升需要，需筹一笔资金用于技术职称培训,0,0
157,0.15,300000,12,1,贷款用途：马国斌艺术馆艺术品开发生产，宣传推广，专卖店设立等。 还款来源：马国斌艺术馆实体店，网店作品、书籍、产品销售所得，马国斌钢笔画衍生产品广告代言费用等 本人收入稳定，银行流水半年20多万,0,1
158,0.15,12000,12,0,本人因新房装修需周转，望大家给予帮助。本人也诚实守信，有稳定工作。,0,1
159,0.11,10000,6,1,个人消费用买个电动小汽车，补充资料。昨天传的有张没传好，重传一下。,0,0
160,0.15,30000,24,1,刚买的新房 准备进行装修&middot; 以备结婚所用,0,0
161,0.18,20000,12,1,急需一点钱收尾，希望能借款成功，本人在一家军企业上班5年，工作收入都很稳定。,1,1
162,0.24,5000,12,1,自己创业.批发小商品.请各位多多支持.借款5000元.我会按时还款.,0,1
163,0.15,200000,24,1,本人与男友想共同投资创业，开办一家文化传播公司，前期手里面的资金有限，预借20万元用于购置前期使用设备等。,0,0
164,0.15,3000,12,1,"因本人资金周转,另房子装修,特向贵公司借款",0,0
165,0.24,5000,12,1,本人在无锡上班，月薪4500。临时搬家，手上钱够不，所以来拍拍贷借款解燃眉之急。,1,0
166,0.15,250000,12,1,我厂现因 销售需求量的增加，市场不能按时满足销售的需求，特需扩大生产规模增加设备。盼贵公司给予的支持和帮助为感谢！,0,1
167,0.15,40000,18,1,"网购生意遇到困难,希望大家帮忙,周转一下",0,0
168,0.15,120000,24,1,本人在电力部门上班，想投资电力方面的一些中小工程，由于资金短缺，想向贵行贷款12万，请支持，谢谢,0,0
169,0.15,30000,12,1,个人信用良好.名下有自建房，需资金用于生产经营，谢谢支持！,0,1
170,0.15,10000,24,1,借款装修房子、准备年底结婚用。本人信用良好，会按时还款,0,1
171,0.11,70000,6,1,新房房屋装修资金不够本人信用良好保证到期按时还款如不还任由人人贷在各个平台曝光,0,1
172,0.15,60000,24,1,由于家人看病，借了55000块钱，亲戚着急用钱，没有办法。先从人人贷借，完事了在分期付款。,1,0
173,0.15,50000,24,1,因买车资金不足，希望得到贵公司的帮助，我的信用卡可以证明,0,0
174,0.15,50000,24,1,买了房子，可是装修的钱不够了，还希望好心的人帮我这个忙，让我能把新房子快点装好，然后也能把一颗漂泊的心安定下来,0,0
175,0.12,38100,18,0,公司法人，现居江苏省南通市，从事制造业行业，经营稳定，收入良好，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
176,0.15,10000,12,1,因女朋友老爸身体得病需要治疗，现手上资金不够，想周转一些以表心意,0,0
177,0.16,20000,12,1,"投注创业 以前有个交通银行的信用卡2年没会在网上开通,刚消的卡",0,0
178,0.11,3000,6,1,用于子女教育消费，并体验网贷流程，本人每月有固定收入，且爱人在事业单位工作，完全具有还款能力。,0,0
179,0.22,15000,12,1,买车差点钱.各位多多支持一下.本人信用第一.不会欠钱不还的.信用卡也从未有过不良记录,0,0
180,0.13,40000,24,0,深圳市中安信业创业投资有限公司是一家专门为个体工商户、小企业主和低收入家庭提供快速简便、无抵押无担保小额个人贷款服务的企业。公司自2004年开始探索无抵押无担保贷款， 至今累计放款全国最多，小额贷款服务的客户最多。在广东省（深圳市、佛山市），北京市，天津市，上海市，河北省，福建省，山东省，江苏省，湖南省，广西， 四川省，浙江省，河南省，湖北省，安徽省与辽宁省等五十多家便利的网点，逾千名员工专门从事小额贷款业务。中安信业是国内探索无抵押无担保商业化 可持续小额贷款最早的、累计放款量和贷款余额最多的、全国网点最多的、信贷质量最好的、运作最为规范的专业小额贷款机构。,0,0
181,0.1,5000,3,1,我有房，108平米，有工作，收入稳定，刚刚结婚。所以向你们借款，我会按时还款,0,1
182,0.13,86100,36,0,公司职员，现居山东省潍坊市，从事教育行业，工作收入稳定，贷款用于做生意，和别人合伙做生态农业，蔬菜直通车。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
183,0.13,129000,36,0,公司职员，现居重庆省重庆市，从事卫生、社会保障和社会福利业行业，工作收入稳定，贷款用于扩大生产/经营。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
184,0.15,10000,18,1,做烤鸭叉烧蜜汁累熟食本人绝对具备常还能力,0,0
185,0.16,5000,3,1,本人在餐吧工作，有工资在四千左右，想利用业余时间做点小本生意，差点启动资金，希望获得人人贷及投资人的大力支持，一定按时还款，不辜负大家的支持，谢谢！,0,1
186,0.15,50000,24,1,本人老家建新房还差些钱，在此希望大家的支持。本人正规企业员工，在本公司已经工作了快五年了，每月收入有一万多！诚信人，希望大家帮助！,0,0
187,0.15,20000,24,1,买车买车买车买车买车买车买车买车买车买车买车买车买车买车买车买车,0,0
188,0.15,500000,24,1,装修房屋 装修房屋装修房屋 装修房屋 装修房屋装修房屋,0,0
189,0.1,20000,8,0,深圳市中安信业创业投资有限公司是一家专门为个体工商户、小企业主和低收入家庭提供快速简便、无抵押无担保小额个人贷款服务的企业。公司自2004年开始探索无抵押无担保贷款， 至今累计放款全国最多，小额贷款服务的客户最多。在广东省（深圳市、佛山市），北京市，天津市，上海市，河北省，福建省，山东省，江苏省，湖南省，广西， 四川省，浙江省，河南省，湖北省，安徽省与辽宁省等五十多家便利的网点，逾千名员工专门从事小额贷款业务。中安信业是国内探索无抵押无担保商业化 可持续小额贷款最早的、累计放款量和贷款余额最多的、全国网点最多的、信贷质量最好的、运作最为规范的专业小额贷款机构。,0,0
190,0.12,20000,18,0,深圳市中安信业创业投资有限公司是一家专门为个体工商户、小企业主和低收入家庭提供快速简便、无抵押无担保小额个人贷款服务的企业。公司自2004年开始探索无抵押无担保贷款， 至今累计放款全国最多，小额贷款服务的客户最多。在广东省（深圳市、佛山市），北京市，天津市，上海市，河北省，福建省，山东省，江苏省，湖南省，广西， 四川省，浙江省，河南省，湖北省，安徽省与辽宁省等五十多家便利的网点，逾千名员工专门从事小额贷款业务。中安信业是国内探索无抵押无担保商业化 可持续小额贷款最早的、累计放款量和贷款余额最多的、全国网点最多的、信贷质量最好的、运作最为规范的专业小额贷款机构。,0,0
191,0.12,30000,9,1,订单越来越多，特再次向贵公司申请贷款，希望领导们支持，谢谢,0,0
192,0.16,30000,12,1,爸爸单位有集资安置房，现在手里的钱还不够，来这边试试。,0,0
193,0.18,5000,12,1,想扩大经营场地。想搬进百脑汇手机卖场。主要经营苹果和三星。同时建立一下信誉。谢谢,0,0
194,0.15,60000,24,1,因最近资金周转不开了，现急需6万元周转。,1,0
195,0.15,30000,24,1,因为想购买一台车，资金还差30000万，需要申请贷款。,0,0
196,0.15,10000,18,1,本人想创业做烤鸭，蜜汁烧鸡，蜜汁排骨，叉烧，卤味等熟食创业需要资金,0,0
197,0.15,50000,24,1,本人因承包工程需要资金周转现向贵公司申请借款人民币50000元希望贵公司给于支持以后可以经常合作谢谢,0,0
198,0.11,20000,6,1,用于个人消费周转，保证每个月清还利息，保证6个月清还全部,0,0
199,0.15,200000,12,1,公司资金周转，扩大经营面积，囤货之类的。,0,0
200,0.1,10000,3,1,因本人从事服装行业，现在是转季，所以急需要周转资金,1,0
201,0.15,100000,12,1,本人私企法人，现居辽宁省东港市，从事计算机系统集成，经营稳定，信用良好，收入良好，贷款用于扩大生产/经营。,0,1
202,0.13,46700,36,0,公司职员，现居江苏省南通市，从事制造业行业，工作收入稳定，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
